,slot,flight,eta,fpfs,time,priority,margins,airline,cost,num,type,new slot,new arrival,eta slot,instance
1087,7,FB10,10,14,20,0.42701446107139907,39,B,0.9262059507455135,10,B744,7,14,5,54
1088,8,FA8,8,16,16,0.0,23,A,1.429232568290096,8,B735,8,16,4,54
1089,9,FD6,6,18,12,0.1513910234368302,39,D,1.3584371014371242,6,B734,9,18,3,54
1090,10,FB7,7,20,14,0.5489271047915718,22,B,0.7291395181512834,7,B763,10,20,4,54
1091,11,FD11,11,22,22,0.5463843953898322,27,D,0.7261392279738805,11,A319,11,22,6,54
1092,12,FD9,9,24,18,0.0,51,D,1.600780970923424,9,B733,12,24,5,54
1093,13,FD13,13,26,26,0.12297467684512975,49,D,1.403925448324283,13,B733,13,26,7,54
1094,14,FA19,19,28,38,0.6883990339725018,41,A,0.4453502489571562,19,A320,14,28,10,54
1095,15,FA14,14,30,28,0.013083891607035714,41,A,1.410532644285343,14,E190,15,30,7,54
1096,16,FC16,16,32,32,0.08217601731680846,51,C,0.7567100775111899,16,A332,16,32,8,54
1097,17,FB17,17,34,34,0.0,57,B,1.61645606707175,17,E190,17,34,9,54
1098,18,FC18,18,36,36,0.0,53,C,0.824460998827905,18,B738,18,36,9,54
1099,19,FA15,15,38,30,0.02954064273398238,41,A,1.3870121196064662,15,AT72,19,38,8,54
1100,0,FC0,0,0,0,0.008485048765451086,26,C,1.5379878115525256,0,E190,0,0,0,55
1101,1,FD2,2,2,4,0.004800865454323899,35,D,1.4987267177036108,2,B744,1,2,1,55
1102,2,FD1,1,4,2,0.4826178062756018,41,D,0.7791551359747211,1,B752,2,4,1,55
1103,3,FC3,3,6,6,0.0,27,C,1.5511493897672,3,A320,3,6,2,55
1104,4,FB4,4,8,8,0.05210575301753717,41,B,1.5518128760814647,4,B734,4,8,2,55
1105,5,FA5,5,10,10,0.10147319505622932,20,A,1.3789120528151044,5,A321,5,10,3,55
1106,6,FD7,7,12,14,0.6093238937687476,48,D,0.588341265634731,7,A321,6,12,4,55
1107,7,FD6,6,14,12,0.5592939258263695,21,D,0.663684226694808,6,B735,7,14,3,55
1108,8,FA11,11,16,22,0.6207656056137268,45,A,0.5819869528477712,11,B744,8,16,6,55
1109,9,FB18,18,18,36,0.07277627044904122,55,B,1.5179728404365729,18,A321,9,18,9,55
1110,10,FD10,10,20,20,0.0,28,D,1.5059566127816246,10,DH8D,10,20,5,55
1111,11,FA8,8,22,16,0.0,38,A,1.5346365241729165,8,A320,11,22,4,55
1112,12,FC14,14,24,28,0.5337976402979473,30,C,0.7231495057598677,14,B744,12,24,7,55
1113,13,FA13,13,26,26,0.005048650775462793,29,A,1.5268886802950974,13,AT43,13,26,7,55
1114,14,FC12,12,28,24,0.5366109668732556,32,C,0.7187856159593624,12,B733,14,28,6,55
1115,15,FB17,17,30,34,0.0,33,B,1.6371160401295008,17,B738,15,30,9,55
1116,16,FC16,16,32,32,0.47750090074903906,39,C,0.8104741589570398,16,AT43,16,32,8,55
1117,17,FB15,15,34,30,0.06270127497145495,57,B,1.5344667771371616,15,A319,17,34,8,55
1118,18,FB9,9,36,18,0.5680868627562632,48,B,0.707091924924376,9,B733,18,36,5,55
1119,19,FA19,19,38,38,0.5339483753454326,35,A,0.715219845345026,19,AT43,19,38,10,55
1120,0,FB0,0,0,0,0.1459955748363101,24,B,1.499259404739116,0,AT72,0,0,0,56
1121,1,FC1,1,2,2,0.4260813297933246,35,C,0.9186629180382216,1,B763,1,2,1,56
1122,2,FB2,2,4,4,0.5713802050569403,17,B,0.7524694716922129,2,E190,2,4,1,56
1123,3,FD3,3,6,6,0.10971237656032151,45,D,1.4250577986425694,3,A320,3,6,2,56
1124,4,FA4,4,8,8,0.0976086652078173,20,A,1.4650313102126804,4,B763,4,8,2,56
1125,5,FD5,5,10,10,0.6491687349777682,39,D,0.5615655177772378,5,B734,5,10,3,56
1126,6,FC7,7,12,14,0.05297399476965092,32,C,1.5158901750132914,7,B752,6,12,4,56
1127,7,FC6,6,14,12,0.0,22,C,1.6006848456548721,6,B734,7,14,3,56
1128,8,FB8,8,16,16,0.5591777287037888,25,B,0.7738916996040441,8,B738,8,16,4,56
1129,9,FC15,15,18,30,0.6518785294101618,46,C,0.5572327624202423,15,B752,9,18,8,56
1130,10,FD18,18,20,36,0.5606714632630228,53,D,0.7032205558742975,18,A332,10,20,9,56
1131,11,FB13,13,22,26,0.0,40,B,1.7555639766758209,13,B733,11,22,7,56
1132,12,FA16,16,24,32,0.09570072261447915,33,A,1.468128852852507,16,A321,12,24,8,56
1133,13,FB11,11,26,22,0.6217273571243103,34,B,0.6640818251945184,11,B735,13,26,6,56
1134,14,FD14,14,28,28,0.04804192807193708,54,D,1.5237719122057933,14,E190,14,28,7,56
1135,15,FC9,9,30,18,0.5339072182596057,42,C,0.746067652400973,9,E190,15,30,5,56
1136,16,FA19,19,32,38,0.0,40,A,1.623498867650443,19,A320,16,32,10,56
1137,17,FA12,12,34,24,0.6659601442903079,34,A,0.5423133274948024,12,A319,17,34,6,56
1138,18,FD10,10,36,20,0.0,29,D,1.600671245026158,10,E190,18,36,5,56
1139,19,FA17,17,38,34,0.03570739479511198,53,A,1.5655279526338313,17,AT72,19,38,9,56
1140,0,FC0,0,0,0,0.18548783552090942,19,C,1.37603687639524,0,A319,0,0,0,57
1141,1,FD1,1,2,2,0.007086310494415438,39,D,1.5541444290239128,1,B733,1,2,1,57
1142,2,FC2,2,4,4,0.0,27,C,1.689400031582419,2,A320,2,4,1,57
1143,3,FB3,3,6,6,0.47927864150152677,21,B,0.7406010827338871,3,E190,3,6,2,57
1144,4,FD4,4,8,8,0.01139133816470228,30,D,1.5474060439645814,4,AT43,4,8,2,57
1145,5,FA5,5,10,10,0.5327361425526109,23,A,0.698409063581096,5,B752,5,10,3,57
1146,6,FB8,8,12,16,0.40888058819167694,28,B,0.840725407677984,8,A319,6,12,4,57
1147,7,FA7,7,14,14,0.4077237268624535,27,A,0.8852623859312075,7,A321,7,14,4,57
1148,8,FB11,11,16,22,0.40433074001148883,28,B,0.8471964740814029,11,B733,8,16,6,57
1149,9,FA9,9,18,18,0.06723275371238224,27,A,1.394186793255676,9,B735,9,18,5,57
1150,10,FC10,10,20,20,0.5205283025129621,44,C,0.8100195008774778,10,B738,10,20,5,57
1151,11,FB6,6,22,12,0.0,21,B,1.4222598528884014,6,DH8D,11,22,3,57
1152,12,FA12,12,24,24,0.024205118921332813,38,A,1.4584992574952405,12,E190,12,24,6,57
1153,13,FC13,13,26,26,0.10394853340670429,42,C,1.5137893759621865,13,E190,13,26,7,57
1154,14,FA14,14,28,28,0.0,32,A,1.494678119117596,14,AT43,14,28,7,57
1155,15,FC15,15,30,30,0.6053097704163632,30,C,0.666789686323868,15,DH8D,15,30,8,57
1156,16,FD16,16,32,32,0.0953471730428409,57,D,1.4159953338102254,16,B763,16,32,8,57
1157,17,FB17,17,34,34,0.01865872388128831,46,B,1.395722299005915,17,AT72,17,34,9,57
1158,18,FD18,18,36,36,0.0,37,D,1.5652361785824402,18,B763,18,36,9,57
1159,19,FD19,19,38,38,0.07297640741436129,45,D,1.4510108655145102,19,A321,19,38,10,57
1160,0,FC0,0,0,0,0.6463413120114616,37,C,0.5398523391654185,0,B734,0,0,0,58
1161,1,FB1,1,2,2,0.0,30,B,1.5282077962845226,1,B744,1,2,1,58
1162,2,FB3,3,4,6,0.0238859733950767,30,B,1.4917050655203217,3,A319,2,4,2,58
1163,3,FB2,2,6,4,0.6848228321800354,38,B,0.4816562050733453,2,B733,3,6,1,58
1164,4,FC4,4,8,8,0.0,37,C,1.5264783744911545,4,A332,4,8,2,58
1165,5,FD9,9,10,18,0.3663607858847403,35,D,0.9145175999878468,9,A332,5,10,5,58
1166,6,FD5,5,12,10,0.1333463601093321,34,D,1.250822217308943,5,B763,6,12,3,58
1167,7,FC10,10,14,20,0.5595513560134013,48,C,0.6723353301194964,10,B744,7,14,5,58
1168,8,FA12,12,16,24,0.4480071800442804,32,A,0.8422051802894528,12,B763,8,16,6,58
1169,9,FD18,18,18,36,0.0,41,D,1.443278098349347,18,B734,9,18,9,58
1170,10,FC7,7,20,14,0.6750171420303714,44,C,0.4960793047709684,7,A320,10,20,4,58
1171,11,FA8,8,22,16,0.517198966500937,52,A,0.736635544452609,8,A320,11,22,4,58
1172,12,FA11,11,24,22,0.0,42,A,1.5257538682423692,11,A319,12,24,6,58
1173,13,FD6,6,26,12,0.6136509770072764,34,D,0.5576090832040661,6,B733,13,26,3,58
1174,14,FA14,14,28,28,0.6139507360305101,47,A,0.5890161578335688,14,E190,14,28,7,58
1175,15,FA15,15,30,30,0.008848432882017643,37,A,1.5122533375447478,15,AT72,15,30,8,58
1176,16,FC16,16,32,32,0.5836729769418262,44,C,0.6355141974145826,16,A319,16,32,8,58
1177,17,FB19,19,34,38,0.017851462539300922,50,B,1.5009270520568818,19,B744,17,34,10,58
1178,18,FD13,13,36,26,0.5252888535617968,35,D,0.6851402006965683,13,B735,18,36,7,58
1179,19,FB17,17,38,34,0.0005882730978388206,49,B,1.5273087927500608,17,B744,19,38,9,58
1180,0,FC0,0,0,0,0.0,44,C,1.5295464390613756,0,B752,0,0,0,59
1181,1,FD2,2,2,4,0.5915417472649123,25,D,0.6706468119394672,2,B735,1,2,1,59
1182,2,FD1,1,4,2,0.03360730161258241,32,D,1.5867182947468605,1,E190,2,4,1,59
1183,3,FA3,3,6,6,0.581134022056523,27,A,0.5861730683792475,3,B734,3,6,2,59
1184,4,FB5,5,8,10,0.0,20,B,1.5457579463096496,5,E190,4,8,3,59
1185,5,FB7,7,10,14,0.7593924425123771,26,B,0.37192104392864883,7,E190,5,10,4,59
1186,6,FC6,6,12,12,0.5668093920917929,50,C,0.6625851517608308,6,B738,6,12,3,59
1187,7,FB4,4,14,8,0.04350849550293079,23,B,1.4785043436540166,4,AT43,7,14,2,59
1188,8,FC14,14,16,28,0.5571563459809832,54,C,0.6773499340657149,14,A321,8,16,7,59
1189,9,FD12,12,18,24,0.0,54,D,1.6418980579991513,12,B733,9,18,6,59
1190,10,FB15,15,20,30,0.003869672897953369,59,B,1.539776368678019,15,A332,10,20,8,59
1191,11,FA11,11,22,22,0.47202786424386933,37,A,0.738859356289563,11,B752,11,22,6,59
1192,12,FD17,17,24,34,0.4639782274736204,44,D,0.8800931073563256,17,B735,12,24,9,59
1193,13,FC8,8,26,16,0.03600897082682153,31,C,1.4744690459589458,8,A319,13,26,4,59
1194,14,FC13,13,28,26,0.6060469004348963,57,C,0.602569560596996,13,A319,14,28,7,59
1195,15,FB10,10,30,20,0.034382259192980213,34,B,1.4926112959500224,10,AT43,15,30,5,59
1196,16,FA19,19,32,38,0.4429697456937499,63,A,0.7795241211756477,19,DH8D,16,32,10,59
1197,17,FD9,9,34,18,0.043136912854262355,44,D,1.5710716445556594,9,AT43,17,34,5,59
1198,18,FA18,18,36,36,0.0,55,A,1.3994286937726592,18,AT72,18,36,9,59
1199,19,FA16,16,38,32,0.6340251695997181,52,A,0.5121556788607369,16,AT72,19,38,8,59
1200,0,FA0,0,0,0,0.06175759068742359,33,A,1.4812785530163572,0,B763,0,0,0,60
1201,1,FB1,1,2,2,0.538718605259582,21,B,0.7362391845666229,1,B735,1,2,1,60
1202,2,FC2,2,4,4,0.6095103487130467,41,C,0.5867906448812705,2,A332,2,4,1,60
1203,3,FB3,3,6,6,0.0,44,B,1.5960738780304267,3,B733,3,6,2,60
1204,4,FD7,7,8,14,0.0,23,D,1.546450917750529,7,A320,4,8,4,60
1205,5,FC9,9,10,18,0.5331124094262745,37,C,0.7015941893899108,9,A321,5,10,5,60
1206,6,FA8,8,12,16,0.06510285170148045,25,A,1.4759971211122134,8,A321,6,12,4,60
1207,7,FD4,4,14,8,0.4793205784154555,26,D,0.8052051693632334,4,AT43,7,14,2,60
1208,8,FA14,14,16,28,0.0,42,A,1.5787802153407753,14,A332,8,16,7,60
1209,9,FC12,12,18,24,0.0,45,C,1.5027047271223697,12,A321,9,18,6,60
1210,10,FA6,6,20,12,0.03093614865782579,25,A,1.529938835900959,6,B734,10,20,3,60
1211,11,FC5,5,22,10,0.07741741801750346,41,C,1.3863692071058586,5,A321,11,22,3,60
1212,12,FC11,11,24,22,0.632923571936334,39,C,0.5516074836664654,11,AT43,12,24,6,60
1213,13,FB18,18,26,36,0.12939585725970248,62,B,1.3895485303328619,18,A319,13,26,9,60
1214,14,FA10,10,28,20,0.5535192613138075,47,A,0.7048949567684955,10,A319,14,28,5,60
1215,15,FD16,16,30,32,0.5236665725303074,38,D,0.7366262660657612,16,B744,15,30,8,60
1216,16,FD19,19,32,38,0.5912155276979906,63,D,0.6321651223536082,19,B763,16,32,10,60
1217,17,FB13,13,34,26,0.09895794373681488,54,B,1.4381296890084918,13,DH8D,17,34,7,60
1218,18,FB17,17,36,34,0.09420821445510263,45,B,1.4457106078427489,17,DH8D,18,36,9,60
1219,19,FD15,15,38,30,0.037587987396389355,52,D,1.4883229401449873,15,B738,19,38,8,60
1220,0,FD0,0,0,0,0.0,25,D,1.5710505405623056,0,AT43,0,0,0,61
1221,1,FB1,1,2,2,0.5984255366935713,40,B,0.6524534430654336,1,AT43,1,2,1,61
1222,2,FC2,2,4,4,0.12404743620132141,36,C,1.3320490241883882,2,B735,2,4,1,61
1223,3,FA3,3,6,6,0.6072164765424748,39,A,0.6320865992133352,3,B735,3,6,2,61
1224,4,FD4,4,8,8,0.579619830996061,40,D,0.6604384917553118,4,B744,4,8,2,61
1225,5,FD5,5,10,10,0.005741051291558108,36,D,1.5620310588273074,5,B734,5,10,3,61
1226,6,FC9,9,12,18,0.00331053609716081,50,C,1.5156519687015357,9,A332,6,12,5,61
1227,7,FB11,11,14,22,0.04818270443029238,51,B,1.5464540911054083,11,B763,7,14,6,61
1228,8,FA8,8,16,16,0.4736468148119879,50,A,0.8470334801265536,8,A332,8,16,4,61
1229,9,FC6,6,18,12,0.5359709338287226,26,C,0.7056426230525423,6,A332,9,18,3,61
1230,10,FA16,16,20,32,0.0,41,A,1.609249272090935,16,A319,10,20,8,61
1231,11,FB7,7,22,14,0.0,39,B,1.624738380257928,7,A321,11,22,4,61
1232,12,FC12,12,24,24,0.09722733547025153,53,C,1.3728339827397131,12,B738,12,24,6,61
1233,13,FD18,18,26,36,0.5917819478364478,42,D,0.6413311915188402,18,B763,13,26,9,61
1234,14,FB17,17,28,34,0.5888079608700894,55,B,0.6680794876308856,17,B735,14,28,9,61
1235,15,FC15,15,30,30,0.0,47,C,1.5206862554426348,15,E190,15,30,8,61
1236,16,FA19,19,32,38,0.6237120452308522,56,A,0.6055411173088376,19,B733,16,32,10,61
1237,17,FB14,14,34,28,0.5142684813264391,40,B,0.789186640889905,14,AT43,17,34,7,61
1238,18,FD13,13,36,26,0.16574006924149365,31,D,1.310664515187623,13,B752,18,36,7,61
1239,19,FA10,10,38,20,0.20662503070822835,46,A,1.2767380918279514,10,AT72,19,38,5,61
1240,0,FA0,0,0,0,0.0002221877757604407,25,A,1.602332416388728,0,A319,0,0,0,62
1241,1,FB1,1,2,2,0.5439782801065394,28,B,0.7353233191635392,1,DH8D,1,2,1,62
1242,2,FD3,3,4,6,0.4276399548686387,31,D,0.8129952149672102,3,B763,2,4,2,62
1243,3,FD2,2,6,4,0.5833267370926317,36,D,0.5918536275024544,2,DH8D,3,6,1,62
1244,4,FA4,4,8,8,0.48359250496788175,46,A,0.8276403609269881,4,B744,4,8,2,62
1245,5,FB5,5,10,10,0.11686989633330891,36,B,1.4240246259172622,5,B763,5,10,3,62
1246,6,FB6,6,12,12,0.510131477904356,36,B,0.7899004190091253,6,AT43,6,12,3,62
1247,7,FC7,7,14,14,0.5148740181187985,27,C,0.755607964942694,7,B744,7,14,4,62
1248,8,FC11,11,16,22,0.5646859655972793,34,C,0.6780233669830156,11,B735,8,16,6,62
1249,9,FA17,17,18,34,0.0,57,A,1.6026885141849316,17,A332,9,18,9,62
1250,10,FB16,16,20,32,0.6270695753863507,31,B,0.6013407381298486,16,B738,10,20,8,62
1251,11,FC14,14,22,28,0.5960003878876095,34,C,0.629249589069907,14,E190,11,22,7,62
1252,12,FD12,12,24,24,0.0,37,D,1.4204262192701118,12,A319,12,24,6,62
1253,13,FA13,13,26,26,0.5831466390053582,38,A,0.6680860937654973,13,B763,13,26,7,62
1254,14,FC15,15,28,30,0.0,38,C,1.557549983228333,15,E190,14,28,8,62
1255,15,FC8,8,30,16,0.5626746991020635,29,C,0.6811560150789067,8,DH8D,15,30,4,62
1256,16,FB10,10,32,20,0.0,32,B,1.6124743341947205,10,AT43,16,32,5,62
1257,17,FA9,9,34,18,0.530844903809419,45,A,0.7519094840359711,9,B752,17,34,5,62
1258,18,FD19,19,36,38,0.5055430355204698,61,D,0.7023396366474352,19,E190,18,36,10,62
1259,19,FD18,18,38,36,0.5569631359844078,42,D,0.6293011777509542,18,DH8D,19,38,9,62
1260,0,FB0,0,0,0,0.0,26,B,1.52131373304906,0,A321,0,0,0,63
1261,1,FD2,2,2,4,0.02697125542722112,19,D,1.5516057679244915,2,A320,1,2,1,63
1262,2,FD1,1,4,2,0.04865130491351066,40,D,1.5170344461424357,1,B733,2,4,1,63
1263,3,FA3,3,6,6,0.0,41,A,1.4409230739830432,3,A332,3,6,2,63
1264,4,FA4,4,8,8,0.448992084986647,24,A,0.793960018690028,4,B763,4,8,2,63
1265,5,FA5,5,10,10,0.032563437005130313,35,A,1.3940016662341577,5,A321,5,10,3,63
1266,6,FA6,6,12,12,0.5112298405057671,34,A,0.7042802006896124,6,B733,6,12,3,63
1267,7,FB8,8,14,16,0.08079797480961237,23,B,1.3983946643686447,8,A321,7,14,4,63
1268,8,FB14,14,16,28,0.022578652724475567,55,B,1.4869645185855698,14,B734,8,16,7,63
1269,9,FC18,18,18,36,0.0,43,C,1.571472346577301,18,B744,9,18,9,63
1270,10,FD13,13,20,26,0.445540296465082,38,D,0.8841494959783636,13,B744,10,20,7,63
1271,11,FB7,7,22,14,0.006146654288838871,45,B,1.5119627434671445,7,DH8D,11,22,4,63
1272,12,FC19,19,24,38,0.11635558124461398,48,C,1.3886227682814618,19,A321,12,24,10,63
1273,13,FD10,10,26,20,0.0,29,D,1.594614523547035,10,B733,13,26,5,63
1274,14,FB11,11,28,22,0.5722464099466553,48,B,0.650747410909191,11,DH8D,14,28,6,63
1275,15,FC12,12,30,24,0.5911992187360635,48,C,0.6424191230154722,12,A320,15,30,6,63
1276,16,FD16,16,32,32,0.5277557520259817,47,D,0.753047536480917,16,AT72,16,32,8,63
1277,17,FA17,17,34,34,0.4888854810147756,36,A,0.7364767038535541,17,B763,17,34,9,63
1278,18,FC15,15,36,30,0.057586130781496436,30,C,1.4809773345077955,15,DH8D,18,36,8,63
1279,19,FC9,9,38,18,0.11139005076896835,29,C,1.3964259621100257,9,AT72,19,38,5,63
1280,0,FB0,0,0,0,0.0,31,B,1.3735431360563943,0,A321,0,0,0,64
1281,1,FB1,1,2,2,0.6227352387437872,33,B,0.5181894232994253,1,A321,1,2,1,64
1282,2,FD4,4,4,8,0.006694051588762684,20,D,1.597442863203591,4,B738,2,4,2,64
1283,3,FA3,3,6,6,0.6081403238482546,36,A,0.6219209185506256,3,A320,3,6,2,64
1284,4,FD8,8,8,16,0.0,38,D,1.608208292478921,8,A332,4,8,4,64
1285,5,FC10,10,10,20,0.5531470855772431,35,C,0.662743531943838,10,A321,5,10,5,64
1286,6,FC12,12,12,24,0.0,56,C,1.483135749041646,12,A321,6,12,6,64
1287,7,FA9,9,14,18,0.0,34,A,1.5871010884768617,9,B763,7,14,5,64
1288,8,FD13,13,16,26,0.12506876131297684,56,D,1.4070716734053248,13,B744,8,16,7,64
1289,9,FA7,7,18,14,0.4897377834274721,29,A,0.8098377193308752,7,A321,9,18,4,64
1290,10,FC14,14,20,28,0.603533685714039,38,C,0.5880133640082893,14,A319,10,20,7,64
1291,11,FA11,11,22,22,0.024104729626405197,54,A,1.5488444458493535,11,A319,11,22,6,64
1292,12,FC6,6,24,12,0.1279760510622121,36,C,1.2933298926901,6,DH8D,12,24,3,64
1293,13,FD18,18,26,36,0.5293974794283205,33,D,0.756826876044857,18,A332,13,26,9,64
1294,14,FC5,5,28,10,0.0893395659020092,22,C,1.350633045048514,5,AT72,14,28,3,64
1295,15,FB15,15,30,30,0.47456952747560055,46,B,0.7217014190107567,15,B744,15,30,8,64
1296,16,FA16,16,32,32,0.5437018304482555,36,A,0.7241913215655733,16,AT72,16,32,8,64
1297,17,FB17,17,34,34,0.40205501541801125,40,B,0.8213032293119371,17,B752,17,34,9,64
1298,18,FD2,2,36,4,0.5013950398207301,23,D,0.8018606316314241,2,E190,18,36,1,64
1299,19,FB19,19,38,38,0.4850309095481886,57,B,0.70733225947129,19,A321,19,38,10,64
1300,0,FA0,0,0,0,0.5115255697891823,22,A,0.7360363076206659,0,A321,0,0,0,65
1301,1,FB1,1,2,2,0.6282563317060813,36,B,0.6218698127368091,1,B763,1,2,1,65
1302,2,FC2,2,4,4,0.037638556168680615,39,C,1.4193587551177282,2,E190,2,4,1,65
1303,3,FA5,5,6,10,0.45776826056556674,28,A,0.8170381552946491,5,B744,3,6,3,65
1304,4,FC4,4,8,8,0.4221792075634687,26,C,0.8522109919208336,4,AT72,4,8,2,65
1305,5,FA3,3,10,6,0.019539714382228568,39,A,1.4773636525526086,3,B752,5,10,2,65
1306,6,FD9,9,12,18,0.6986545342464938,28,D,0.4447233076827007,9,A332,6,12,5,65
1307,7,FB12,12,14,24,0.5637882572643185,44,B,0.7297149565817447,12,B763,7,14,6,65
1308,8,FA8,8,16,16,0.040246914662372735,52,A,1.4461619144620783,8,A321,8,16,4,65
1309,9,FD6,6,18,12,0.5636279993153164,44,D,0.6439944236073254,6,A321,9,18,3,65
1310,10,FB10,10,20,20,0.0,39,B,1.6728457423116847,10,E190,10,20,5,65
1311,11,FC13,13,22,26,0.0,35,C,1.474870761100972,13,B744,11,22,7,65
1312,12,FB14,14,24,28,0.5368790618999606,45,B,0.7747298894760442,14,DH8D,12,24,7,65
1313,13,FC17,17,26,34,0.03531258343849508,53,C,1.422789264288597,17,B734,13,26,9,65
1314,14,FB7,7,28,14,0.1299159289465981,45,B,1.4555164337149007,7,AT43,14,28,4,65
1315,15,FD15,15,30,30,0.0,39,D,1.4757922657660774,15,B738,15,30,8,65
1316,16,FA16,16,32,32,0.0,41,A,1.5068062156354929,16,AT72,16,32,8,65
1317,17,FC11,11,34,22,0.5758838346121915,34,C,0.6255165316407427,11,AT72,17,34,6,65
1318,18,FD19,19,36,38,0.6077351956930757,34,D,0.5789013643284028,19,AT72,18,36,10,65
1319,19,FD18,18,38,36,0.6976506349117317,33,D,0.44620485455655046,18,AT43,19,38,9,65
1320,0,FB0,0,0,0,0.08131960373106473,26,B,1.4638644245323233,0,A332,0,0,0,66
1321,1,FD1,1,2,2,0.046568443309242036,27,D,1.5297467584240139,1,B752,1,2,1,66
1322,2,FC2,2,4,4,0.5520632289836692,27,C,0.7079339143107946,2,A332,2,4,1,66
1323,3,FD3,3,6,6,0.499729074387701,34,D,0.8026667687037903,3,B734,3,6,2,66
1324,4,FC4,4,8,8,0.01563808425589075,47,C,1.5557177467928698,4,A332,4,8,2,66
1325,5,FB5,5,10,10,0.09934830441209397,29,B,1.4351367259173478,5,A321,5,10,3,66
1326,6,FC6,6,12,12,0.0,44,C,1.5804326863020246,6,B734,6,12,3,66
1327,7,FD10,10,14,20,0.5996293658184442,34,D,0.6423803318753092,10,B738,7,14,5,66
1328,8,FA12,12,16,24,0.5505160040484833,53,A,0.6820908055557338,12,A332,8,16,6,66
1329,9,FA9,9,18,18,0.0,47,A,1.5174974230435274,9,A321,9,18,5,66
1330,10,FD7,7,20,14,0.0,34,D,1.6044641565395361,7,B733,10,20,4,66
1331,11,FD11,11,22,22,0.4759502167731886,31,D,0.8408190934297326,11,B735,11,22,6,66
1332,12,FA13,13,24,26,0.6088109606604921,45,A,0.5936283591205763,13,B735,12,24,7,66
1333,13,FA15,15,26,30,0.06595867776170716,44,A,1.4174052995127784,15,E190,13,26,8,66
1334,14,FC17,17,28,34,0.12225560811139957,43,C,1.3872159271590379,17,A321,14,28,9,66
1335,15,FA8,8,30,16,0.5376215412229062,52,A,0.7016581196650779,8,AT43,15,30,4,66
1336,16,FB18,18,32,36,0.11309258116805487,38,B,1.413236010646084,18,B763,16,32,9,66
1337,17,FC14,14,34,28,0.5419964092797942,41,C,0.7238438452179078,14,A319,17,34,7,66
1338,18,FB16,16,36,32,0.022364655418583235,47,B,1.5578057471460254,16,A320,18,36,8,66
1339,19,FB19,19,38,38,0.0,57,B,1.5934425404934738,19,AT72,19,38,10,66
1340,0,FA0,0,0,0,0.0913798548020448,25,A,1.483682259246008,0,B735,0,0,0,67
1341,1,FB1,1,2,2,0.5831931096971463,38,B,0.6765498173850344,1,A321,1,2,1,67
1342,2,FB2,2,4,4,0.5117588741565865,28,B,0.7924999615270599,2,B738,2,4,1,67
1343,3,FC3,3,6,6,0.0,36,C,1.7522105610062861,3,A320,3,6,2,67
1344,4,FD6,6,8,12,0.16608969311473576,36,D,1.3956890600576406,6,B734,4,8,3,67
1345,5,FC5,5,10,10,0.5768217952906458,46,C,0.7414973194794104,5,AT72,5,10,3,67
1346,6,FD10,10,12,20,0.0,54,D,1.6736680774107162,10,B734,6,12,5,67
1347,7,FB13,13,14,26,0.13811813325398625,56,B,1.3989836375564735,13,E190,7,14,7,67
1348,8,FA8,8,16,16,0.6348643974006283,39,A,0.5962284885041393,8,A320,8,16,4,67
1349,9,FA9,9,18,18,0.07474531497694403,29,A,1.510844733861675,9,A319,9,18,5,67
1350,10,FD4,4,20,8,0.5672106927496146,28,D,0.7243456477896685,4,B734,10,20,2,67
1351,11,FA11,11,22,22,0.6183472719867023,43,A,0.6231992375898802,11,B733,11,22,6,67
1352,12,FB7,7,24,14,0.0,32,B,1.6231733042931475,7,DH8D,12,24,4,67
1353,13,FB12,12,26,24,0.5458247982079807,51,B,0.737205063020759,12,AT43,13,26,6,67
1354,14,FC16,16,28,32,0.5528081217300618,49,C,0.7835743319008233,16,A332,14,28,8,67
1355,15,FA15,15,30,30,0.0,35,A,1.6328960645295485,15,B733,15,30,8,67
1356,16,FC17,17,32,34,0.6579892709691819,56,C,0.5992748113852586,17,A320,16,32,9,67
1357,17,FC14,14,34,28,0.618423834444824,31,C,0.6686017871140625,14,B734,17,34,7,67
1358,18,FD19,19,36,38,0.07691021440217438,52,D,1.544945906738983,19,DH8D,18,36,10,67
1359,19,FD18,18,38,36,0.5840677405719183,43,D,0.6961325449700926,18,AT43,19,38,9,67
1360,0,FB0,0,0,0,0.5033459706890158,38,B,0.6984246135155149,0,B733,0,0,0,68
1361,1,FB1,1,2,2,0.5571212469774314,35,B,0.6228026023329388,1,B744,1,2,1,68
1362,2,FA2,2,4,4,0.0,31,A,1.4542632892943712,2,A332,2,4,1,68
1363,3,FA3,3,6,6,0.49467403011716427,44,A,0.7348770071276811,3,B733,3,6,2,68
1364,4,FC4,4,8,8,0.5290873465579078,38,C,0.6874523559579728,4,A319,4,8,2,68
1365,5,FC10,10,10,20,0.6109398529919035,34,C,0.5679616224263564,10,B752,5,10,5,68
1366,6,FB6,6,12,12,0.5288546082594108,35,B,0.6625528410441898,6,B733,6,12,3,68
1367,7,FD11,11,14,22,0.5412511988096506,45,D,0.6788730287795957,11,B763,7,14,6,68
1368,8,FA8,8,16,16,0.06120032226254213,50,A,1.3652619073349712,8,A332,8,16,4,68
1369,9,FD9,9,18,18,0.0,47,D,1.4798360824444088,9,DH8D,9,18,5,68
1370,10,FC19,19,20,38,0.0,47,C,1.4598298663947629,19,B733,10,20,10,68
